"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.0620047285074","39.5269792486623","36.3902424776507","52.1791582379396","64.20632020029","71.023523184485","77.5984430685555","86.6528777206766","88.9094912289528","92.7991621712769","107.536217852383","117.829441195043","112.687349387622","110.580640159306","103.961962919675","98.6242063726469","94.2151931319767","101.540029530545","95.4437364723471","91.0783513644378","","",
"Afghanistan","AFG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.80316353","17.03574371","20.4127636","23.89050102","27.83657074","31.27183914","38.10266113","41.72274399","44.99053192","50.85347366","51.44026184","55.03462982","59.00893402","58.90652847","60.18867111","65.70602417","69.99860382","65.80603027","","",
"Africa Western and Central","AFW","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3897782639955","21.0703788868033","22.160556072913","34.0988994148856","38.723171853379","44.2732381325424","50.9138505812318","55.3602331225871","63.9829181118305","57.7937210964092","61.5674538518058","68.8349669945652","71.1552772502134","78.9181562016347","81.9294942727297","73.3840776662525","63.708931730788","61.0244608514261","59.4121361175412","61.3621723983961","","",
"Angola","AGO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.99896717","28.91812134","29.04936409","34.87518692","49.81074142","54.26077652","69.81230164","92.86030579","135.6058197","119.99628448","96.69701385","122.10723114","122.18558502","143.60687256","131.6476593","108.58293915","95.12497711","114.33460236","87.31073761","71.32600403","","",
"Albania","ALB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.61695099","89.58073425","96.27111816","125.98797607","156.56817627","165.2653656","174.53024292","222.30366516","220.46424866","186.44281006","192.0032196","211.07551575","213.71974182","236.95796204","251.35826111","192.88513184","202.01332092","226.28067017","274.91409302","","","",
"Andorra","AND","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1302.62072754","1347.48498535","1528.75061035","1820.04187012","2043.30224609","2299.70361328","2161.20532227","2403.59912109","2818.8046875","2714.24975586","2685.47973633","2634.03271484","2370.05712891","2432.78271484","2529.08984375","2246.25439453","2361.2175293","2567.42382813","2821.80126953","2744.19433594","","",
"Arab World","ARB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115.009344671891","117.901600324596","116.871625302893","112.753748644334","122.560777009589","135.418015667692","155.979977405271","184.264154558663","217.137921082077","234.958883508847","244.180437704322","278.678958623001","299.659138141511","335.054409366007","361.257423106772","345.255535315787","348.065442091174","369.537953649448","375.191523471592","378.386190354055","","",
"United Arab Emirates","ARE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","787.02111816","777.13061523","857.91192627","886.5012207","894.54040527","913.3560791","974.52062988","1072.70532227","1303.14074707","1296.97766113","1314.63000488","1438.47216797","1403.52490234","1523.88378906","1588.28234863","1385.53771973","1322.00427246","1650.01855469","1817.34765625","1842.69445801","","",
"Argentina","ARG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","708.76953125","675.05786133","223.84860229","262.28659058","311.64505005","392.58874512","455.7980957","572.0401001","746.49328613","785.67022705","985.03442383","1208.39160156","1368.42297363","1421.65759277","1286.21765137","1531.48425293","1153.53405762","1529.67004395","1127.9284668","945.99194336","","",
"Armenia","ARM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.12908936","32.25933838","59.63238907","66.77802277","72.17178345","96.35484314","126.25294495","172.60186768","266.31158447","252.83560181","297.22906494","330.57556152","336.32055664","396.23254395","405.72888184","364.97280884","357.45776367","405.6506958","422.28268433","523.99908447","","",
"American Samoa","ASM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512.56829834","563.73712158","550.0645752","602.69360352","585.72125244","626.7166748","648.22711182","694.53643799","673.83752441","591.42523193","701.81781006","693.80725098","727.25695801","711.22979736","792.8414917","754.24188232","778.45111084","750.01922607","808.69927979","760.26495361","","",
"Australia","AUS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1638.81494141","1564.16650391","1770.46618652","2249.29077148","2767.13696289","3013.08764648","3184.80761719","3799.73754883","4090.76196289","3995.34008789","4945.03808594","5861.70263672","6025.34472656","5813.98535156","5607.91796875","4862.6015625","4993.68945313","5340.36474609","5364.54296875","5427.46240234","","",
"Austria","AUT","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2269.12646484","2282.51586914","2497.8659668","3091.24023438","3594.65039063","3710.39794922","3882.98193359","4478.76855469","5057.76074219","4928.98779297","4800.79345703","5167.81787109","4966.09570313","5235.34130859","5393.60205078","4612.82421875","4709.87597656","4938.91992188","5322.26269531","5242.18310547","","",
"Azerbaijan","AZE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.14171791","19.19028282","20.59105873","23.80008125","27.38257599","35.07611465","50.24787903","75.39520264","107.36143494","129.7258606","145.84526062","176.40847778","222.98551941","239.95080566","267.3097229","226.51002502","156.99572754","155.0982666","168.39164734","193.10884094","","",
"Burundi","BDI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.42834568","8.60474777","7.96743488","7.16897345","9.8821106","12.77716923","16.64111137","18.25146484","18.31873894","21.8832016","26.41332245","25.13240814","21.51785278","21.93877029","20.10721016","19.64325523","21.78308105","23.15567589","22.40539742","20.56754112","","",
"Belgium","BEL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1849.91601563","1879.93481445","2084.7199707","2828.33349609","3326.63720703","3419.69311523","3558.12133789","4078.14697266","4670.42285156","4653.43652344","4544.77978516","4943.796875","4706.47021484","4947.76953125","5072.95068359","4291.48974609","4534.22998047","4775.8125","5134.41455078","4960.39355469","","",
"Benin","BEN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.90676403","16.83250046","17.49715614","21.60637474","24.56986427","24.14694977","25.45315742","27.96020699","30.34991455","30.76049805","31.06598282","34.99642563","39.10080719","35.76725006","34.44753647","31.30697823","29.78626442","29.76860428","31.07242012","29.12529182","","",
"Burkina Faso","BFA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.54438114","7.71472406","8.75488853","11.77481174","17.64383125","18.09339523","21.37371254","28.00374031","29.90420341","31.71803284","33.94390106","34.91963577","34.88827133","43.80942535","39.6444664","33.52824402","40.98265457","44.51367188","40.26911545","42.3445282","","",
"Bangladesh","BGD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.56026173","8.36238003","9.34001255","10.27598572","11.08631516","11.60705376","12.33577824","14.31881523","15.80424309","17.92318726","20.80270004","22.84561729","23.45907974","26.67387962","29.74625206","32.84908676","34.56891251","37.40678406","41.90407562","45.85716248","","",
"Bulgaria","BGR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.49745178","119.82997894","148.1479187","195.74369812","233.11332703","267.74139404","294.10891724","361.23498535","455.54058838","459.30020142","484.75228882","555.86419678","558.64794922","547.45483398","605.25891113","521.41906738","562.34082031","624.52502441","689.90539551","697.8963623","","",
"Bahrain","BHR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","485.6864624","484.90734863","503.03005981","567.23797607","550.35980225","570.29425049","591.3112793","692.96832275","757.73614502","785.26031494","796.31842041","805.3147583","971.36846924","1066.13244629","1101.25683594","1128.75915527","1098.88354492","1126.06689453","994.17901611","940.39569092","","",
"Bahamas, The","BHS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1030.96899414","1078.69445801","1100.53259277","1138.74060059","1148.94238281","1220.78820801","1323.53088379","1415.03674316","1489.42724609","1470.68774414","1495.23132324","1491.04162598","1568.28796387","1609.31799316","1670.24035645","1635.88293457","1774.02172852","2162.42358398","2002.41296387","2004.61633301","","",
"Bosnia and Herzegovina","BIH","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113.31326294","112.06851959","127.21139526","180.99417114","244.52740479","262.89282227","303.51223755","388.09899902","482.93652344","425.05114746","417.74832153","467.03192139","452.97650146","484.22702026","504.78723145","442.0378418","461.9793396","482.17715454","539.91003418","553.82293701","","",
"Belarus","BLR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.66816711","74.33643341","87.08403778","109.87693024","142.74801636","198.30737305","223.83119202","281.07763672","351.72796631","290.70153809","343.67910767","319.75372314","365.87493896","456.4916687","450.22262573","362.75283813","298.62658691","333.54107666","351.00680542","399.39709473","","",
"Belize","BLZ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132.7074585","157.4631958","166.04504395","168.3944397","170.21199036","174.41145325","189.33285522","226.2300415","249.92666626","241.73036194","242.34942627","252.82539368","246.06036377","257.98931885","292.14331055","283.57244873","296.04522705","282.55374146","285.97033691","293.41259766","","",
"Bermuda","BMU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.84843826","45.78475189","44.27474976","47.16543961","47.04486847","52.48216629","56.81023026","64.47034454","79.01570129","90.77088165","101.72988129","121.37858582","137.1217804","162.12197876","181.71205139","198.87557983","210.23809814","217.49468994","235.70088196","245.92347717","","",
"Brazil","BRA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","312.53927612","270.18981934","246.94700623","251.4379425","295.52862549","384.93200684","485.59933472","602.68591309","707.49121094","721.76800537","896.69714355","1031.57617188","957.00708008","981.15283203","1017.04711914","785.26483154","798.6270752","940.36975098","866.15539551","853.38793945","","",
"Barbados","BRB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600.80895996","619.33959961","665.92028809","781.96508789","915.30462646","935.64044189","1000.6171875","1015.60668945","1107.04602051","1135.60986328","1087.65649414","1135.5177002","1263.91870117","1233.11486816","1153.88415527","1119.54821777","1129.19335938","1151.69372559","1164.54455566","1143.32202148","","",
"Brunei Darussalam","BRN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","508.54840088","464.79043579","473.22723389","535.27740479","619.2869873","646.16021729","654.69018555","702.66918945","788.61535645","741.29534912","803.52685547","877.15759277","883.67559814","849.33062744","798.79370117","743.92004395","692.03570557","648.66882324","763.14569092","671.56268311","","",
"Bhutan","BTN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.89350891","35.94556046","36.13760376","37.73608017","46.90710449","47.74116898","55.31650925","66.06005859","58.85731506","61.12592697","74.09108734","79.5575943","85.97568512","88.24406433","88.89917755","98.56243896","98.90504456","104.85510254","102.73851776","115.98075867","","",
"Botswana","BWA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205.2371521","201.81080627","204.88693237","267.49493408","293.97195435","277.06097412","263.60595703","311.03723145","330.35922241","342.93563843","398.57070923","440.04370117","433.0039978","449.70568848","435.55368042","389.3807373","402.80163574","484.22390747","494.19546509","481.53305054","","",
"Central African Republic","CAF","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.18517113","9.56678581","10.97875595","13.49363136","14.26363945","15.28491306","16.59565353","19.75128746","19.52352142","22.9681778","18.69205093","21.3735981","22.29368019","18.83095169","20.86845589","19.00076675","21.89539337","30.05440521","53.6903801","37.19958115","","",
"Canada","CAN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2007.88085938","2063.92749023","2159.31591797","2562.91455078","2925.06713867","3296.50146484","3788.09008789","4212.99072266","4474.97460938","4371.55273438","5065.91503906","5400.11376953","5500.68408203","5443.625","5189.01464844","4637.21142578","4629.375","4865.07080078","5018.71142578","5048.37255859","","",
"Central Europe and the Baltics","CEB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221.140526961712","252.17594661055","298.232475807809","372.941280917241","446.736799260729","522.503619439011","580.023553088371","729.292100782913","927.154194364806","842.035038601641","855.053471106668","906.674413330631","850.648139047474","914.354088641809","930.56237416085","812.044394552195","844.810436995064","933.833667676214","1053.87766776303","1094.74991217149","","",
"Switzerland","CHE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3559.81982422","3763.38452148","4211.72949219","5018.52734375","5608.703125","5673.94042969","5671.98144531","6154.703125","7120.65185547","7297.37988281","7705.17578125","9191.95898438","8917.11914063","9275.79882813","9578.64550781","9382.79101563","9439.42480469","9606.34960938","9870.6640625","9666.33789063","","",
"Channel Islands","CHI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","356.96377563","327.13198853","323.06716919","349.98782349","427.51669312","500.64517212","571.20141602","648.55981445","724.70123291","735.97894287","867.73077393","991.20288086","1077.82019043","1179.47265625","1145.40856934","1127.02160645","1171.62304688","1360.17358398","1455.11669922","1375.80297852","","",
"China","CHN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.11240387","43.66367722","49.14166641","55.6510849","63.26198578","71.86441803","81.22816467","97.07929993","131.88728333","162.61755371","186.49150085","236.37492371","281.67715454","326.04159546","359.30932617","390.10409546","395.35995483","437.25674438","501.05938721","535.13336182","","",
"Cote d'Ivoire","CIV","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.2961998","55.29138565","58.75072098","66.02466583","69.84380341","64.44137573","62.54813385","66.86506653","78.34770203","75.07719421","74.04659271","74.29046631","76.08685303","72.76117706","80.52973175","63.51419067","67.48299408","69.77150726","72.17318726","75.08779144","","",
"Cameroon","CMR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.0037632","26.70227814","30.54583931","37.04441071","40.62355042","41.45746613","42.83129883","47.34065247","52.65299225","49.35915375","48.35902023","56.44068146","55.17245483","55.47434235","60.95220566","49.76532364","50.88278198","49.76703644","53.17176819","53.99584961","","",
"Congo, Dem. Rep.","COD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.86825752","6.03850174","4.6487875","6.6394062","8.57719994","9.28722","11.22324371","12.41400909","16.34123802","13.57572556","12.89442444","12.62923431","14.01603508","16.33388329","19.36799622","19.73957443","20.57792664","19.41378212","18.52062225","20.57073212","","",
